quarter,hb_code,location_code,urban_rural,admission_type,specialty_name,episodes,length_of_episode,spells,hb_name,total_occupied_beds,pop
2020Q1,S08000031,G207H,Urban,All Day cases,Rheumatology,96,0,96,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G207H,Urban,All Day cases,Rheumatology,0,0,0,Greater Glasgow and Clyde,217779,1185240
2020Q1,S08000031,G207H,Urban,All Day cases,General Surgery,1596,0,1579,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G207H,Urban,All Day cases,General Surgery,75,0,75,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G207H,Urban,All Day cases,General Surgery,527,0,525,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G207H,Urban,All Day cases,General Surgery,980,0,965,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G207H,Urban,All Day cases,General Surgery,924,0,922,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G207H,Urban,All Day cases,General Surgery,1076,0,1071,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G207H,Urban,All Day cases,General Surgery,1004,0,1002,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G207H,Urban,All Day cases,Anaesthetics,130,0,130,Greater Glasgow and Clyde,305839,1185240
2020Q3,S08000031,G207H,Urban,All Day cases,Anaesthetics,15,0,13,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G207H,Urban,All Day cases,Anaesthetics,82,0,82,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G207H,Urban,All Day cases,Anaesthetics,15,0,13,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G207H,Urban,All Day cases,Anaesthetics,121,0,121,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G207H,Urban,All Day cases,Anaesthetics,85,0,85,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G207H,Urban,All Day cases,Ophthalmology,360,0,360,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G207H,Urban,All Day cases,Ophthalmology,31,0,31,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G207H,Urban,All Day cases,Ophthalmology,329,0,330,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G207H,Urban,All Day cases,Ophthalmology,365,0,365,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G207H,Urban,All Day cases,Ophthalmology,70,0,70,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G207H,Urban,All Day cases,Ophthalmology,265,0,260,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G207H,Urban,All Day cases,Ophthalmology,240,0,240,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G207H,Urban,All Day cases,Trauma and Orthopaedic Surgery,241,0,236,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G207H,Urban,All Day cases,Trauma and Orthopaedic Surgery,5,0,5,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G207H,Urban,All Day cases,Trauma and Orthopaedic Surgery,132,0,132,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G207H,Urban,All Day cases,Trauma and Orthopaedic Surgery,338,0,328,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G207H,Urban,All Day cases,Trauma and Orthopaedic Surgery,100,0,98,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G207H,Urban,All Day cases,Trauma and Orthopaedic Surgery,310,0,306,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G207H,Urban,All Day cases,Trauma and Orthopaedic Surgery,178,0,178,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G207H,Urban,All Day cases,Plastic Surgery,21,0,20,Greater Glasgow and Clyde,305839,1185240
2020Q4,S08000031,G207H,Urban,All Day cases,Plastic Surgery,10,0,10,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G207H,Urban,All Day cases,Plastic Surgery,21,0,19,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G207H,Urban,All Day cases,Plastic Surgery,30,0,30,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G207H,Urban,All Day cases,Plastic Surgery,20,0,20,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G207H,Urban,All Day cases,Urology,554,0,552,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G207H,Urban,All Day cases,Urology,95,0,95,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G207H,Urban,All Day cases,Urology,350,0,350,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G207H,Urban,All Day cases,Urology,486,0,486,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G207H,Urban,All Day cases,Urology,355,0,353,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G207H,Urban,All Day cases,Urology,467,0,466,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G207H,Urban,All Day cases,Urology,364,0,363,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G207H,Urban,All Day cases,Haematology,205,0,203,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G207H,Urban,All Day cases,Haematology,5,0,5,Greater Glasgow and Clyde,217779,1185240
2021Q3,S08000031,G207H,Urban,All Day cases,Haematology,5,0,5,Greater Glasgow and Clyde,306767,1185240
2020Q2,S08000031,C206H,Urban,All Day cases,General Medicine,15,0,14,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,General Medicine,35,0,32,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,General Medicine,5,0,5,Greater Glasgow and Clyde,285152,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,General Medicine,0,0,0,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,General Medicine,0,0,0,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,Gastroenterology,191,0,190,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,C206H,Urban,All Day cases,Gastroenterology,0,0,0,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Gastroenterology,86,0,85,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,Gastroenterology,241,0,240,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,Gastroenterology,310,0,310,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,Gastroenterology,224,0,224,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,Gastroenterology,205,0,205,Greater Glasgow and Clyde,306767,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Geriatric Medicine,0,0,0,Greater Glasgow and Clyde,271160,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,Respiratory Medicine,46,0,45,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,C206H,Urban,All Day cases,Respiratory Medicine,39,0,38,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Respiratory Medicine,58,0,56,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,Respiratory Medicine,35,0,35,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,Respiratory Medicine,39,0,37,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,Respiratory Medicine,40,0,40,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,Respiratory Medicine,40,0,40,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,General Surgery,173,0,170,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,C206H,Urban,All Day cases,General Surgery,98,0,98,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,General Surgery,317,0,316,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,General Surgery,419,0,416,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,General Surgery,365,0,360,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,General Surgery,397,0,391,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,General Surgery,270,0,266,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,Ophthalmology,256,0,255,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,C206H,Urban,All Day cases,Ophthalmology,0,0,0,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Ophthalmology,295,0,294,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,Ophthalmology,385,0,385,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,Ophthalmology,70,0,70,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,Ophthalmology,345,0,345,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,Ophthalmology,269,0,270,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,Trauma and Orthopaedic Surgery,140,0,140,Greater Glasgow and Clyde,305839,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Trauma and Orthopaedic Surgery,112,0,112,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,Trauma and Orthopaedic Surgery,147,0,147,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,Trauma and Orthopaedic Surgery,20,0,20,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,Trauma and Orthopaedic Surgery,119,0,118,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,Trauma and Orthopaedic Surgery,53,0,53,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,Urology,35,0,37,Greater Glasgow and Clyde,305839,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Urology,34,0,34,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,Urology,0,0,0,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,Urology,40,0,38,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,Urology,45,0,46,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,Urology,75,0,75,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,Clinical Oncology,195,0,195,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,C206H,Urban,All Day cases,Clinical Oncology,179,0,179,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Clinical Oncology,175,0,176,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,Clinical Oncology,225,0,226,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,Clinical Oncology,245,0,244,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,Clinical Oncology,265,0,265,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,Clinical Oncology,285,0,285,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,C206H,Urban,All Day cases,Haematology,355,0,355,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,C206H,Urban,All Day cases,Haematology,165,0,165,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,C206H,Urban,All Day cases,Haematology,190,0,187,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,C206H,Urban,All Day cases,Haematology,330,0,328,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,C206H,Urban,All Day cases,Haematology,305,0,302,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,C206H,Urban,All Day cases,Haematology,403,0,403,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,C206H,Urban,All Day cases,Haematology,385,0,380,Greater Glasgow and Clyde,306767,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,General Medicine,0,0,0,Greater Glasgow and Clyde,285019,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Infectious Diseases,0,0,0,Greater Glasgow and Clyde,305839,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Endocrinology & Diabetes,71,0,71,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Endocrinology & Diabetes,0,0,0,Greater Glasgow and Clyde,217779,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Endocrinology & Diabetes,11,0,10,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Endocrinology & Diabetes,5,0,5,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Endocrinology & Diabetes,17,0,15,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Endocrinology & Diabetes,34,0,34,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Gastroenterology,1029,0,1027,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Gastroenterology,435,0,435,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Gastroenterology,635,0,631,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Gastroenterology,531,0,530,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Gastroenterology,706,0,703,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Gastroenterology,745,0,744,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Gastroenterology,882,0,880,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Medical Oncology,2954,0,2946,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Medical Oncology,2003,0,2002,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Medical Oncology,2579,0,2576,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Medical Oncology,2837,0,2833,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Medical Oncology,2911,0,2904,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Medical Oncology,3263,0,3257,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Medical Oncology,3373,0,3371,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Renal Medicine,0,0,0,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Renal Medicine,20,0,16,Greater Glasgow and Clyde,217779,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Renal Medicine,0,0,0,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Respiratory Medicine,62,0,62,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Respiratory Medicine,18,0,18,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Respiratory Medicine,56,0,54,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Respiratory Medicine,45,0,45,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Respiratory Medicine,42,0,42,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Respiratory Medicine,26,0,26,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Respiratory Medicine,40,0,39,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Rheumatology,153,0,153,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Rheumatology,94,0,94,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Rheumatology,107,0,107,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Rheumatology,58,0,58,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Rheumatology,81,0,81,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Rheumatology,111,0,111,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Rheumatology,161,0,161,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,General Surgery,869,0,864,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,General Surgery,179,0,175,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,General Surgery,428,0,425,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,General Surgery,421,0,417,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,General Surgery,442,0,441,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,General Surgery,468,0,467,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,General Surgery,572,0,569,Greater Glasgow and Clyde,306767,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Anaesthetics,0,0,0,Greater Glasgow and Clyde,271160,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,"Ear, Nose & Throat (ENT)",149,0,148,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,"Ear, Nose & Throat (ENT)",43,0,43,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,"Ear, Nose & Throat (ENT)",46,0,46,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,"Ear, Nose & Throat (ENT)",35,0,35,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,"Ear, Nose & Throat (ENT)",25,0,25,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,"Ear, Nose & Throat (ENT)",64,0,63,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,"Ear, Nose & Throat (ENT)",56,0,55,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Ophthalmology,1449,0,1441,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Ophthalmology,255,0,250,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Ophthalmology,529,0,527,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Ophthalmology,454,0,451,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Ophthalmology,430,0,429,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Ophthalmology,535,0,534,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Ophthalmology,486,0,483,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Trauma and Orthopaedic Surgery,279,0,279,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Trauma and Orthopaedic Surgery,5,0,5,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Trauma and Orthopaedic Surgery,187,0,187,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Trauma and Orthopaedic Surgery,221,0,221,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Trauma and Orthopaedic Surgery,74,0,74,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Trauma and Orthopaedic Surgery,252,0,252,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Trauma and Orthopaedic Surgery,163,0,161,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Urology,697,0,692,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Urology,79,0,80,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Urology,243,0,243,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Urology,604,0,602,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Urology,397,0,397,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Urology,864,0,864,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Urology,695,0,693,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Clinical Oncology,2039,0,2031,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Clinical Oncology,1483,0,1476,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Clinical Oncology,1657,0,1652,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Clinical Oncology,1987,0,1981,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Clinical Oncology,2196,0,2190,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Clinical Oncology,2098,0,2092,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Clinical Oncology,2085,0,2085,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Haematology,1325,0,1314,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Haematology,921,0,917,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Haematology,1414,0,1405,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Haematology,1503,0,1499,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Haematology,1452,0,1447,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Haematology,1766,0,1760,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Haematology,1776,0,1755,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000031,G516H,Urban,All Day cases,Immunology,65,0,65,Greater Glasgow and Clyde,305839,1185240
2020Q2,S08000031,G516H,Urban,All Day cases,Immunology,50,0,50,Greater Glasgow and Clyde,217779,1185240
2020Q3,S08000031,G516H,Urban,All Day cases,Immunology,50,0,49,Greater Glasgow and Clyde,271160,1185240
2020Q4,S08000031,G516H,Urban,All Day cases,Immunology,45,0,47,Greater Glasgow and Clyde,285152,1185240
2021Q1,S08000031,G516H,Urban,All Day cases,Immunology,38,0,38,Greater Glasgow and Clyde,285019,1185240
2021Q2,S08000031,G516H,Urban,All Day cases,Immunology,56,0,56,Greater Glasgow and Clyde,294186,1185240
2021Q3,S08000031,G516H,Urban,All Day cases,Immunology,45,0,45,Greater Glasgow and Clyde,306767,1185240
2020Q1,S08000022,H212H,Rural,All Day cases,General Medicine,20,0,10,Highland,42047,320860
2020Q2,S08000022,H212H,Rural,All Day cases,General Medicine,20,0,15,Highland,28404,320860
2020Q3,S08000022,H212H,Rural,All Day cases,General Medicine,20,0,10,Highland,36936,320860
2020Q4,S08000022,H212H,Rural,All Day cases,General Medicine,24,0,12,Highland,41028,320860
2021Q1,S08000022,H212H,Rural,All Day cases,General Medicine,25,0,5,Highland,41261,320860
2021Q2,S08000022,H212H,Rural,All Day cases,General Medicine,30,0,20,Highland,40132,320860
2021Q3,S08000022,H212H,Rural,All Day cases,General Medicine,32,0,21,Highland,45292,320860
2020Q1,S08000022,H212H,Rural,All Day cases,General Surgery,84,0,69,Highland,42047,320860
2020Q2,S08000022,H212H,Rural,All Day cases,General Surgery,10,0,5,Highland,28404,320860
2020Q3,S08000022,H212H,Rural,All Day cases,General Surgery,158,0,132,Highland,36936,320860
2020Q4,S08000022,H212H,Rural,All Day cases,General Surgery,133,0,114,Highland,41028,320860
2021Q1,S08000022,H212H,Rural,All Day cases,General Surgery,142,0,117,Highland,41261,320860
2021Q2,S08000022,H212H,Rural,All Day cases,General Surgery,152,0,138,Highland,40132,320860
2021Q3,S08000022,H212H,Rural,All Day cases,General Surgery,123,0,112,Highland,45292,320860
2020Q1,S08000022,H103H,Rural,All Day cases,General Medicine,220,0,220,Highland,42047,320860
2020Q2,S08000022,H103H,Rural,All Day cases,General Medicine,216,0,196,Highland,28404,320860
2020Q3,S08000022,H103H,Rural,All Day cases,General Medicine,445,0,415,Highland,36936,320860
2020Q4,S08000022,H103H,Rural,All Day cases,General Medicine,369,0,352,Highland,41028,320860
2021Q1,S08000022,H103H,Rural,All Day cases,General Medicine,236,0,230,Highland,41261,320860
2021Q2,S08000022,H103H,Rural,All Day cases,General Medicine,253,0,253,Highland,40132,320860
2021Q3,S08000022,H103H,Rural,All Day cases,General Medicine,247,0,247,Highland,45292,320860
2020Q1,S08000022,H103H,Rural,All Day cases,Geriatric Medicine,0,0,0,Highland,42047,320860
2020Q4,S08000022,H103H,Rural,All Day cases,Geriatric Medicine,5,0,5,Highland,41028,320860
2020Q1,S08000022,H103H,Rural,All Day cases,General Surgery,153,0,147,Highland,42047,320860
2020Q2,S08000022,H103H,Rural,All Day cases,General Surgery,95,0,95,Highland,28404,320860
2020Q3,S08000022,H103H,Rural,All Day cases,General Surgery,226,0,205,Highland,36936,320860
2020Q4,S08000022,H103H,Rural,All Day cases,General Surgery,209,0,190,Highland,41028,320860
2021Q1,S08000022,H103H,Rural,All Day cases,General Surgery,105,0,100,Highland,41261,320860
2021Q2,S08000022,H103H,Rural,All Day cases,General Surgery,110,0,103,Highland,40132,320860
2021Q3,S08000022,H103H,Rural,All Day cases,General Surgery,127,0,127,Highland,45292,320860
2020Q1,S08000022,H103H,Rural,All Day cases,Anaesthetics,65,0,67,Highland,42047,320860
2020Q2,S08000022,H103H,Rural,All Day cases,Anaesthetics,15,0,13,Highland,28404,320860
2020Q3,S08000022,H103H,Rural,All Day cases,Anaesthetics,34,0,34,Highland,36936,320860
2020Q4,S08000022,H103H,Rural,All Day cases,Anaesthetics,33,0,33,Highland,41028,320860
2021Q1,S08000022,H103H,Rural,All Day cases,Anaesthetics,56,0,56,Highland,41261,320860
2021Q2,S08000022,H103H,Rural,All Day cases,Anaesthetics,65,0,65,Highland,40132,320860
2021Q3,S08000022,H103H,Rural,All Day cases,Anaesthetics,70,0,69,Highland,45292,320860
